ID,Label,Circuit Name,Qubits,Depth,CNOTs,Total Params,Feature-Bound Params,Variational Params
Sim14/LexicalAmbiguity_67,Ambiguity_Knowledge,circuit-44484,1,9,0,9,9,0
Sim14/LexicalAmbiguity_68,Ambiguity_Knowledge,circuit-44486,4,3,0,12,12,0
Sim14/LexicalAmbiguity_69,Ambiguity_Knowledge,circuit-44488,1,6,0,6,6,0
Sim14/LexicalAmbiguity_70,Ambiguity_King,circuit-44490,3,3,0,9,9,0
Sim14/LexicalAmbiguity_71,Ambiguity_King,circuit-44492,1,6,0,6,6,0
Sim14/LexicalAmbiguity_72,Ambiguity_King,circuit-44494,1,6,0,6,6,0
Sim14/LexicalAmbiguity_73,Ambiguity_King,circuit-44496,1,6,0,6,6,0
Sim14/LexicalAmbiguity_74,Ambiguity_King,circuit-44498,1,6,0,6,6,0
Sim14/LexicalAmbiguity_75,Ambiguity_King,circuit-44500,2,18,0,25,25,0
Sim14/LexicalAmbiguity_76,Ambiguity_King,circuit-44502,2,18,0,25,25,0
Sim14/LexicalAmbiguity_77,Ambiguity_King,circuit-44504,1,6,0,6,6,0
Sim14/LexicalAmbiguity_78,Ambiguity_King,circuit-44506,1,6,0,6,6,0
Sim14/LexicalAmbiguity_79,Ambiguity_King,circuit-44508,1,6,0,6,6,0
Sim14/LexicalAmbiguity_86,Ambiguity_Possess,circuit-44516,1,6,0,6,6,0
Sim14/LexicalAmbiguity_90,Ambiguity_Hit,circuit-44521,1,6,0,6,6,0
Sim14/LexicalAmbiguity_91,Ambiguity_Hit,circuit-44523,1,6,0,6,6,0
Sim14/LexicalAmbiguity_92,Ambiguity_Hit,circuit-44525,1,6,0,6,6,0
Sim14/LexicalAmbiguity_93,Ambiguity_Hit,circuit-44527,1,9,0,9,9,0
Sim14/LexicalAmbiguity_94,Ambiguity_Hit,circuit-44529,1,6,0,6,6,0
Sim14/LexicalAmbiguity_95,Ambiguity_Hit,circuit-44531,2,18,0,25,25,0
Sim14/LexicalAmbiguity_96,Ambiguity_Hit,circuit-44533,2,16,0,22,22,0
Sim14/LexicalAmbiguity_97,Ambiguity_Hit,circuit-44535,2,18,0,25,25,0
Sim14/LexicalAmbiguity_98,Ambiguity_Hit,circuit-44537,1,6,0,6,6,0
Sim14/LexicalAmbiguity_99,Ambiguity_Hit,circuit-44539,1,6,0,6,6,0
Sim14/LexicalAmbiguity_100,Ambiguity_Multiply,circuit-44541,2,16,0,19,19,0
Sim14/LexicalAmbiguity_101,Ambiguity_Multiply,circuit-44543,1,3,0,3,3,0
Sim14/LexicalAmbiguity_102,Ambiguity_Multiply,circuit-44545,1,6,0,6,6,0
Sim14/LexicalAmbiguity_103,Ambiguity_Multiply,circuit-44547,4,3,0,12,12,0
Sim14/LexicalAmbiguity_104,Ambiguity_Multiply,circuit-44549,2,18,0,25,25,0
Sim14/LexicalAmbiguity_105,Ambiguity_Multiply,circuit-44551,2,16,0,19,19,0
Sim14/LexicalAmbiguity_106,Ambiguity_Multiply,circuit-44553,1,6,0,6,6,0
Sim14/LexicalAmbiguity_107,Ambiguity_Multiply,circuit-44555,3,28,0,41,41,0
Sim14/LexicalAmbiguity_108,Ambiguity_Multiply,circuit-44557,2,18,0,25,25,0
Sim14/LexicalAmbiguity_109,Ambiguity_Multiply,circuit-44559,1,6,0,6,6,0
Sim14/LexicalAmbiguity_110,Ambiguity_Open,circuit-44561,2,16,0,22,22,0
Sim14/LexicalAmbiguity_111,Ambiguity_Open,circuit-44563,2,18,0,25,25,0
Sim14/LexicalAmbiguity_112,Ambiguity_Open,circuit-44565,2,18,0,25,25,0
Sim14/LexicalAmbiguity_113,Ambiguity_Open,circuit-44567,2,18,0,25,25,0
Sim14/LexicalAmbiguity_114,Ambiguity_Open,circuit-44569,3,30,0,28,28,0
Sim14/LexicalAmbiguity_115,Ambiguity_Conquer,circuit-44571,1,6,0,6,6,0
Sim14/LexicalAmbiguity_116,Ambiguity_Conquer,circuit-44573,1,6,0,6,6,0
Sim14/LexicalAmbiguity_117,Ambiguity_Conquer,circuit-44575,1,6,0,6,6,0
Sim14/LexicalAmbiguity_118,Ambiguity_Conquer,circuit-44577,1,6,0,6,6,0
Sim14/LexicalAmbiguity_119,Ambiguity_Conquer,circuit-44579,1,6,0,6,6,0
Sim14/LexicalAmbiguity_120,Ambiguity_Open,circuit-44581,1,6,0,6,6,0
Sim14/LexicalAmbiguity_121,Ambiguity_Open,circuit-44583,1,6,0,6,6,0
Sim14/LexicalAmbiguity_122,Ambiguity_Open,circuit-44585,1,6,0,6,6,0
Sim14/LexicalAmbiguity_123,Ambiguity_Open,circuit-44587,1,6,0,6,6,0
Sim14/LexicalAmbiguity_124,Ambiguity_Open,circuit-44589,3,30,0,28,28,0
